"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] PB_20x_pos_080921_037,[Mass] Plasma_01_20x_pos_080921_20,[Mass] Plasma_02_20x_pos_080921_22,[Mass] Plasma_03_20x_pos_080921_031,[Mass] Plasma_04_20x_pos_080921_025,[Mass] Plasma_05_20x_pos_080921_032,[Mass] Plasma_06_20x_pos_080921_028,[Mass] Plasma_07_20x_pos_080921_19,[Mass] Plasma_08_20x_pos_080921_033,[Mass] Plasma_09_20x_pos_080921_026,[Mass] Plasma_10_20x_pos_080921_21,[Mass] Plasma_11_20x_pos_080921_027,[Mass] Plasma_12_20x_pos_080921_034,[RT] PB_20x_pos_080921_037,[RT] Plasma_01_20x_pos_080921_20,[RT] Plasma_02_20x_pos_080921_22,[RT] Plasma_03_20x_pos_080921_031,[RT] Plasma_04_20x_pos_080921_025,[RT] Plasma_05_20x_pos_080921_032,[RT] Plasma_06_20x_pos_080921_028,[RT] Plasma_07_20x_pos_080921_19,[RT] Plasma_08_20x_pos_080921_033,[RT] Plasma_09_20x_pos_080921_026,[RT] Plasma_10_20x_pos_080921_21,[RT] Plasma_11_20x_pos_080921_027,[RT] Plasma_12_20x_pos_080921_034,[Height] PB_20x_pos_080921_037,[Height] Plasma_01_20x_pos_080921_20,[Height] Plasma_02_20x_pos_080921_22,[Height] Plasma_03_20x_pos_080921_031,[Height] Plasma_04_20x_pos_080921_025,[Height] Plasma_05_20x_pos_080921_032,[Height] Plasma_06_20x_pos_080921_028,[Height] Plasma_07_20x_pos_080921_19,[Height] Plasma_08_20x_pos_080921_033,[Height] Plasma_09_20x_pos_080921_026,[Height] Plasma_10_20x_pos_080921_21,[Height] Plasma_11_20x_pos_080921_027,[Height] Plasma_12_20x_pos_080921_034,[Score (MFE)] PB_20x_pos_080921_037,[Score (MFE)] Plasma_01_20x_pos_080921_20,[Score (MFE)] Plasma_02_20x_pos_080921_22,[Score (MFE)] Plasma_03_20x_pos_080921_031,[Score (MFE)] Plasma_04_20x_pos_080921_025,[Score (MFE)] Plasma_05_20x_pos_080921_032,[Score (MFE)] Plasma_06_20x_pos_080921_028,[Score (MFE)] Plasma_07_20x_pos_080921_19,[Score (MFE)] Plasma_08_20x_pos_080921_033,[Score (MFE)] Plasma_09_20x_pos_080921_026,[Score (MFE)] Plasma_10_20x_pos_080921_21,[Score (MFE)] Plasma_11_20x_pos_080921_027,[Score (MFE)] Plasma_12_20x_pos_080921_034,[Score (Tgt)] PB_20x_pos_080921_037,[Score (Tgt)] Plasma_01_20x_pos_080921_20,[Score (Tgt)] Plasma_02_20x_pos_080921_22,[Score (Tgt)] Plasma_03_20x_pos_080921_031,[Score (Tgt)] Plasma_04_20x_pos_080921_025,[Score (Tgt)] Plasma_05_20x_pos_080921_032,[Score (Tgt)] Plasma_06_20x_pos_080921_028,[Score (Tgt)] Plasma_07_20x_pos_080921_19,[Score (Tgt)] Plasma_08_20x_pos_080921_033,[Score (Tgt)] Plasma_09_20x_pos_080921_026,[Score (Tgt)] Plasma_10_20x_pos_080921_21,[Score (Tgt)] Plasma_11_20x_pos_080921_027,[Score (Tgt)] Plasma_12_20x_pos_080921_034,[Ions] PB_20x_pos_080921_037,[Ions] Plasma_01_20x_pos_080921_20,[Ions] Plasma_02_20x_pos_080921_22,[Ions] Plasma_03_20x_pos_080921_031,[Ions] Plasma_04_20x_pos_080921_025,[Ions] Plasma_05_20x_pos_080921_032,[Ions] Plasma_06_20x_pos_080921_028,[Ions] Plasma_07_20x_pos_080921_19,[Ions] Plasma_08_20x_pos_080921_033,[Ions] Plasma_09_20x_pos_080921_026,[Ions] Plasma_10_20x_pos_080921_21,[Ions] Plasma_11_20x_pos_080921_027,[Ions] Plasma_12_20x_pos_080921_034,
PC 18:2_22:6,C48 H80 N O8 P,829.5626,0.77,0,6.47,0.099,196346,13,0,99.9,14.5,4,15,829.5646,829.5626,829.5623,829.5624,829.5621,829.5624,829.5625,829.5627,829.5623,829.5624,829.5624,829.5625,829.5622,6.565,6.473,6.472,6.467,6.475,6.470,6.471,6.469,6.468,6.466,6.468,6.468,6.471,2055,188117,176863,232506,320351,184008,218561,227783,129071,231081,266190,207714,168201,,,,,,,,,,,,,,49.67,99.45,99.88,99.67,99.94,99.76,99.59,99.55,99.62,99.66,99.83,99.84,99.95,4,10,12,13,15,11,10,11,10,11,13,11,10,
TG 58:10,C61 H98 O6,926.7365,0.21,0,12.64,0.031,377298,12,1,99.7,0.3,15,21,,926.7365,926.7369,926.7366,926.7367,926.7368,926.7364,926.7364,926.7363,926.7364,926.7363,926.7365,926.7363,,12.643,12.643,12.643,12.641,12.639,12.644,12.659,12.666,12.637,12.650,12.668,12.659,,287256,427956,336916,708962,521456,361113,352072,112435,456066,398949,284597,279805,,,,,,,,,,,,,,,99.41,99.58,99.59,99.66,99.48,99.67,99.25,99.01,99.50,99.54,98.84,99.43,,18,15,18,17,18,18,17,19,21,20,19,18,
TG 16:0_18:0_18:1,C55 H104 O6,860.7834,0.27,0,14.51,0.012,268106,13,0,99.7,1.6,13,17,860.7833,860.7836,860.7828,860.7836,860.7834,860.7835,860.7832,860.7837,860.7833,860.7835,860.7832,860.7833,860.7834,14.504,14.513,14.512,14.513,14.511,14.510,14.513,14.511,14.509,14.513,14.515,14.509,14.512,93851,154972,286314,327412,472995,214984,193117,339197,187271,344145,330572,265050,275503,,,,,,,,,,,,,,94.26,99.46,97.37,98.91,97.59,98.90,96.56,99.26,96.89,99.67,99.57,98.08,99.34,13,16,15,17,15,16,14,16,16,17,16,16,16,
TG 50:1,C53 H100 O6,832.7524,0.35,0,14.35,0.010,863080,13,0,99.8,1.5,13,18,832.7522,832.7521,832.7523,832.7527,832.7528,832.7521,832.7526,832.7522,832.7522,832.7524,832.7529,832.7526,832.7527,14.347,14.357,14.356,14.357,14.355,14.354,14.357,14.355,14.353,14.354,14.353,14.353,14.356,145199,723713,883349,1066739,1484990,586924,512039,1169564,671626,988433,1376820,820239,790416,,,,,,,,,,,,,,94.10,99.52,99.68,99.42,99.39,99.75,99.41,99.81,99.47,99.62,99.29,99.24,99.56,13,13,17,17,18,17,15,15,18,18,16,17,17,
PC 16:0_18:0,C42 H84 N O8 P,761.5937,0.28,0,9.30,0.033,222902,13,0,99.9,7.1,8,15,761.5934,761.5937,761.5938,761.5936,761.5938,761.5939,761.5940,761.5940,761.5935,761.5933,761.5937,761.5940,761.5936,9.270,9.301,9.300,9.295,9.303,9.297,9.302,9.299,9.296,9.300,9.301,9.291,9.295,3088,183808,282280,213266,382421,227172,180867,284849,188038,207400,301267,262000,181283,,,,,,,,,,,,,,74.72,99.71,99.62,99.62,99.65,99.66,99.52,99.68,94.66,99.61,99.76,99.35,99.91,8,10,15,12,14,14,12,14,11,13,11,14,12,
TG 16:0_18:2_20:5,C57 H96 O6,876.7207,0.49,0,13.00,0.073,404765,13,0,99.0,13.5,9,19,876.7208,876.7209,876.7209,876.7204,876.7218,876.7208,876.7204,876.7204,876.7204,876.7207,876.7201,876.7202,876.7206,12.932,13.000,13.000,12.994,12.998,12.991,12.995,13.005,13.001,13.000,13.002,13.002,12.999,6850,415644,528922,663512,764549,492850,394901,348558,148267,423755,552371,274471,247297,,,,,,,,,,,,,,67.61,74.80,96.12,95.83,83.20,95.50,74.88,74.61,92.31,74.56,74.44,99.02,74.44,9,15,14,13,10,11,16,13,14,13,12,19,9,
TG 18:1_18:2_20:4,C59 H100 O6,904.7521,0.30,0,13.40,0.018,413154,13,0,99.7,9.1,6,20,904.7526,904.7518,904.7524,904.7517,904.7522,904.7521,904.7518,904.7520,904.7519,904.7519,904.7518,904.7521,904.7524,13.384,13.402,13.402,13.402,13.400,13.399,13.397,13.401,13.403,13.402,13.399,13.399,13.401,5055,389996,437550,461743,929129,434664,339638,440468,181107,437743,565568,338670,409677,,,,,,,,,,,,,,67.79,99.41,99.66,99.37,99.60,99.67,99.37,99.61,99.55,99.34,99.59,99.27,99.33,6,16,19,19,19,18,16,16,15,17,20,18,13,
TG 58:11,C61 H96 O6,924.7209,0.43,0,12.22,0.013,315138,13,0,99.8,7.3,12,21,924.7222,924.7206,924.7209,924.7210,924.7208,924.7206,924.7208,924.7209,924.7207,924.7208,924.7208,924.7208,924.7206,12.218,12.225,12.230,12.224,12.227,12.232,12.231,12.229,12.225,12.224,12.220,12.227,12.224,5882,209853,385225,226894,374672,441889,270357,417313,171932,354789,435438,387541,415021,,,,,,,,,,,,,,73.93,99.74,99.77,99.44,99.39,99.72,99.54,99.79,98.63,99.71,99.49,99.65,99.70,12,17,16,15,18,17,17,18,13,18,18,21,15,
SM d42:3,C47 H91 N2 O6 P,810.6604,0.42,0,9.34,0.041,353095,13,0,99.9,6.9,8,17,810.6608,810.6600,810.6603,810.6608,810.6601,810.6603,810.6611,810.6605,810.6606,810.6603,810.6600,810.6602,810.6602,9.370,9.329,9.339,9.340,9.336,9.342,9.341,9.332,9.341,9.334,9.334,9.330,9.340,2764,256502,468891,312100,588339,353089,263066,460850,242691,388454,483813,463479,306207,,,,,,,,,,,,,,75.24,99.14,99.87,99.83,99.80,98.29,99.42,99.58,99.41,99.43,99.80,99.28,95.09,8,13,14,14,15,16,17,16,13,15,15,17,16,
PC 38:2,C46 H88 N O8 P,813.6250,0.24,0,9.47,0.115,187735,13,0,99.4,13.1,6,14,813.6255,813.6249,813.6249,813.6251,813.6248,813.6248,813.6248,813.6252,813.6249,813.6250,813.6249,813.6249,813.6250,9.359,9.474,9.473,9.468,9.470,9.470,9.469,9.472,9.463,9.468,9.468,9.470,9.468,4131,144397,232305,192469,300826,203852,183846,212385,98020,220951,282961,217110,147313,,,,,,,,,,,,,,54.04,98.50,99.20,99.44,99.31,99.40,99.39,99.01,98.88,99.28,96.28,99.36,98.25,6,11,12,14,11,13,12,11,12,11,14,12,11,
TG 54:7,C57 H96 O6,876.7205,0.38,0,13.00,0.073,427525,13,0,99.0,13.9,9,19,876.7208,876.7209,876.7209,876.7204,876.7198,876.7208,876.7204,876.7204,876.7204,876.7207,876.7201,876.7202,876.7206,12.932,13.000,13.000,12.994,12.998,12.991,12.995,13.005,13.001,13.000,13.002,13.002,12.999,6850,415644,528922,663512,1060437,492850,394901,348558,148267,423755,552371,274471,247297,,,,,,,,,,,,,,67.70,74.78,96.10,95.82,74.34,95.49,74.87,74.58,92.29,74.54,74.41,98.99,74.42,9,15,14,13,15,11,16,13,14,13,12,19,9,
TG 58:9,C61 H100 O6,928.7518,0.46,0,13.16,0.086,512226,13,0,99.9,5.3,10,20,928.7505,928.7515,928.7519,928.7517,928.7520,928.7521,928.7517,928.7520,928.7518,928.7517,928.7521,928.7521,928.7520,13.239,13.157,13.162,13.162,13.160,13.153,13.163,13.161,13.162,13.156,13.159,13.164,13.161,8241,441759,628313,527639,1063794,704469,469333,491974,179927,699289,653895,312432,477881,,,,,,,,,,,,,,80.97,99.77,99.91,99.77,99.28,99.58,99.85,99.58,99.44,99.77,99.71,99.18,99.76,10,15,17,20,18,16,17,19,19,15,18,17,19,
PC 16:1_18:1,C42 H80 N O8 P,757.5627,0.82,0,7.50,0.045,248169,13,0,99.9,8.0,7,14,757.5646,757.5625,757.5623,757.5623,757.5624,757.5626,757.5627,757.5625,757.5627,757.5625,757.5628,757.5624,757.5623,7.467,7.500,7.504,7.499,7.512,7.496,7.499,7.507,7.500,7.504,7.510,7.506,7.504,2252,167889,237359,233668,366130,164798,174882,383781,198105,305869,395456,362563,233447,,,,,,,,,,,,,,71.32,99.19,99.64,99.67,99.43,98.07,98.52,99.68,99.52,99.65,99.32,99.72,99.86,7,12,12,14,13,12,10,13,12,12,13,13,13,
PC 16:0_18:3,C42 H78 N O8 P,755.5468,0.31,0,6.96,0.008,180968,12,1,99.8,0.2,10,14,,755.5469,755.5473,755.5468,755.5466,755.5470,755.5465,755.5469,755.5468,755.5470,755.5469,755.5466,755.5466,,6.958,6.963,6.963,6.960,6.961,6.963,6.966,6.964,6.963,6.964,6.965,6.962,,105442,159190,149419,315802,122973,88316,274292,127236,191072,332338,168797,136750,,,,,,,,,,,,,,,99.69,99.18,99.69,99.84,99.56,99.69,99.64,99.46,99.58,99.69,99.64,99.85,,10,12,14,12,13,13,13,12,10,13,11,11,
TG 16:0_18:1_20:4,C57 H100 O6,880.7523,0.31,0,13.90,0.013,179384,12,1,99.5,0.7,13,19,,880.7519,880.7527,880.7521,880.7525,880.7528,880.7525,880.7524,880.7521,880.7523,880.7525,880.7521,880.7522,,13.910,13.898,13.904,13.903,13.901,13.905,13.903,13.911,13.904,13.907,13.907,13.909,,171854,174071,179795,320510,137975,112155,207249,65527,200930,277188,154497,150868,,,,,,,,,,,,,,,98.16,98.37,99.07,99.41,98.69,98.77,98.24,98.10,99.14,97.35,99.47,99.48,,16,16,16,16,15,17,16,15,19,13,17,16,
TG 18:1_18:2_20:1,C59 H106 O6,910.7984,0.72,0,14.34,0.020,233534,13,0,99.2,4.2,10,19,910.7964,910.7981,910.7983,910.7987,910.7985,910.7980,910.7988,910.7983,910.7989,910.7987,910.7987,910.7986,910.7986,14.358,14.340,14.345,14.346,14.338,14.343,14.340,14.344,14.341,14.340,14.342,14.342,14.339,8244,184207,282946,299885,361935,142135,116105,293948,152261,330904,409491,189060,264833,,,,,,,,,,,,,,83.83,94.74,97.54,98.26,98.39,95.69,95.19,98.01,99.19,94.05,98.15,98.97,98.10,10,14,17,19,16,16,16,18,17,19,17,19,18,
TG 56:6,C59 H102 O6,906.7677,0.27,0,13.87,0.069,165064,13,0,98.7,12.5,8,21,906.7682,906.7675,906.7678,906.7675,906.7680,906.7681,906.7676,906.7678,906.7678,906.7676,906.7678,906.7674,906.7677,13.809,13.871,13.870,13.876,13.875,13.873,13.871,13.875,13.872,13.871,13.873,13.879,13.876,3759,191044,209130,136084,335640,180701,125580,181691,81037,185027,226528,136338,153274,,,,,,,,,,,,,,55.51,98.43,98.24,98.75,98.70,98.28,98.35,98.40,97.42,98.28,98.49,98.54,98.42,8,18,19,19,18,19,18,21,14,19,20,19,16,
LPC 0:0/18:0,C26 H54 N O7 P,523.3641,0.63,0,3.44,0.073,150844,13,0,99.8,15.5,2,12,523.3632,523.3641,523.3645,523.3641,523.3641,523.3642,523.3645,523.3644,523.3640,523.3643,523.3640,523.3640,523.3641,3.372,3.438,3.443,3.443,3.441,3.442,3.444,3.440,3.444,3.442,3.440,3.445,3.439,5470,132992,205113,177729,299288,223415,147758,150867,84005,117640,165953,134830,115915,,,,,,,,,,,,,,46.05,99.24,99.25,99.82,99.43,99.62,99.21,98.98,98.64,99.42,99.83,99.77,99.60,2,9,9,9,10,11,9,10,8,8,8,10,12,
TG 16:1_18:2_18:2,C55 H96 O6,852.7208,0.40,0,13.04,0.068,297372,13,0,100.0,9.3,9,19,852.7218,852.7209,852.7207,852.7209,852.7208,852.7205,852.7210,852.7203,852.7208,852.7210,852.7208,852.7206,852.7208,12.988,13.051,13.056,13.039,13.048,13.047,13.051,13.044,13.040,13.045,13.041,13.041,13.050,4252,261891,332247,473824,715390,174260,195652,321015,141244,342680,487910,176203,239274,,,,,,,,,,,,,,66.94,99.53,99.36,99.91,99.71,99.42,98.98,99.79,99.60,99.76,99.96,99.27,99.52,9,14,16,17,17,11,18,15,14,14,19,16,16,
TG 18:2_18:2_22:6,C61 H98 O6,926.7365,0.20,0,12.64,0.031,376499,12,1,99.7,0.7,15,21,,926.7365,926.7369,926.7366,926.7367,926.7368,926.7364,926.7364,926.7363,926.7364,926.7363,926.7365,926.7364,,12.643,12.643,12.643,12.641,12.639,12.644,12.659,12.666,12.637,12.650,12.668,12.659,,287256,427956,292104,708962,521456,361113,352072,112001,456066,398949,286774,313282,,,,,,,,,,,,,,,98.18,98.31,98.33,98.23,97.94,98.49,99.37,99.68,97.79,98.91,99.67,99.58,,18,15,18,17,18,18,17,19,21,20,19,19,
TG 16:0_18:2_20:4,C57 H98 O6,878.7365,0.25,0,13.42,0.009,312611,12,1,99.2,0.5,12,18,,878.7362,878.7369,878.7364,878.7365,878.7362,878.7362,878.7367,878.7365,878.7364,878.7365,878.7365,878.7368,,13.430,13.424,13.430,13.428,13.427,13.430,13.423,13.425,13.424,13.421,13.421,13.424,,254603,319296,350384,622387,256564,237304,333164,107646,384118,376064,248546,261262,,,,,,,,,,,,,,,99.00,98.52,99.17,99.25,99.07,99.02,98.59,97.59,98.87,98.60,98.21,98.03,,14,15,17,16,16,17,14,12,18,15,16,15,
TG 18:2_20:5_22:6,C63 H96 O6,948.7208,0.23,0,11.95,0.079,353409,13,0,99.9,10.7,10,19,948.7210,948.7208,948.7206,948.7206,948.7209,948.7206,948.7206,948.7209,948.7211,948.7209,948.7211,948.7208,948.7204,12.029,11.951,11.956,11.951,11.954,11.953,11.958,11.950,11.951,11.956,11.952,11.953,11.950,3271,268902,500423,316206,461056,917820,353097,300698,123449,354022,371461,284190,339737,,,,,,,,,,,,,,62.16,99.57,99.78,99.68,99.81,99.90,99.65,99.46,99.12,99.74,99.75,99.84,99.16,10,15,17,16,17,19,17,16,19,16,16,16,16,
TG 60:12,C63 H98 O6,950.7365,0.27,0,12.43,0.008,275240,12,1,99.4,0.3,15,19,,950.7365,950.7364,950.7370,950.7368,950.7363,950.7366,950.7360,950.7366,950.7365,950.7367,950.7363,950.7364,,12.431,12.431,12.431,12.434,12.433,12.432,12.430,12.426,12.430,12.433,12.428,12.430,,202614,290501,177120,352547,415481,219432,318230,112274,294708,312365,290286,317325,,,,,,,,,,,,,,,99.20,99.23,98.95,99.14,99.39,98.58,99.11,98.65,99.15,99.08,98.73,99.15,,19,19,17,18,18,19,17,15,17,16,16,18,
PC 15:0_18:2,C41 H78 N O8 P,743.5469,0.46,0,7.16,0.053,111671,13,0,99.8,11.5,4,12,743.5477,743.5467,743.5463,743.5468,743.5473,743.5466,743.5469,743.5470,743.5467,743.5468,743.5470,743.5469,743.5466,7.117,7.159,7.169,7.164,7.166,7.167,7.164,7.167,7.160,7.169,7.165,7.166,7.163,11477,74817,124172,106562,162327,89368,94630,152828,87378,169908,134675,146252,97340,,,,,,,,,,,,,,60.66,98.64,99.70,99.00,99.21,99.84,98.23,99.37,86.45,99.82,99.49,96.59,99.48,4,8,12,12,10,9,12,12,10,12,10,11,10,
TG 52:5,C55 H96 O6,852.7208,0.40,0,13.04,0.068,297835,13,0,100.0,9.3,9,19,852.7218,852.7209,852.7207,852.7209,852.7208,852.7205,852.7210,852.7203,852.7208,852.7210,852.7208,852.7206,852.7208,12.988,13.051,13.056,13.039,13.048,13.047,13.051,13.044,13.040,13.045,13.041,13.041,13.050,4252,261891,332247,479850,715390,174260,195652,321015,141244,342680,487910,176203,239274,,,,,,,,,,,,,,67.07,99.51,99.32,99.92,99.69,99.41,98.95,99.78,99.61,99.75,99.96,99.27,99.49,9,14,16,17,17,11,18,15,14,14,19,16,16,
SM d14:3_28:2,C47 H87 N2 O6 P,806.6294,0.62,0,7.17,0.068,10888948,13,0,90.4,8.5,6,13,806.6299,806.6295,806.6298,806.6293,806.6302,806.6286,806.6292,806.6289,806.6291,806.6302,806.6289,806.6294,806.6293,7.233,7.168,7.168,7.170,7.169,7.167,7.169,7.167,7.169,7.169,7.169,7.166,7.169,3652,10321833,12379916,11881521,15901038,11160749,10473006,12629116,8862281,11470977,14419504,11994427,10058315,,,,,,,,,,,,,,62.45,90.44,75.66,79.49,77.69,75.42,76.57,88.04,76.09,76.85,78.99,76.95,76.52,6,10,9,9,8,13,11,9,8,8,10,8,9,
PC 17:0_20:4,C45 H82 N O8 P,795.5799,0.68,0,7.93,0.008,137041,12,1,99.9,2.1,13,19,,795.5800,795.5803,795.5806,795.5800,795.5795,795.5799,795.5805,795.5800,795.5795,795.5804,795.5786,795.5796,,7.924,7.922,7.928,7.925,7.925,7.923,7.926,7.929,7.928,7.929,7.930,7.928,,112072,120640,165136,210344,105571,113911,147775,110135,139827,152283,171667,95137,,,,,,,,,,,,,,,99.50,99.59,92.95,99.58,99.23,98.35,97.26,99.82,99.62,96.80,99.90,99.63,,16,16,17,18,17,13,16,16,17,18,17,19,
ACar 18:1,C25 H47 N O4,425.3505,2.50,0,2.68,0.012,249000,13,0,99.5,9.8,2,8,425.3470,425.3510,425.3509,425.3509,425.3510,425.3507,425.3509,425.3508,425.3506,425.3506,425.3511,425.3507,425.3509,2.678,2.684,2.685,2.690,2.682,2.683,2.690,2.686,2.685,2.684,2.686,2.686,2.691,2609,187219,227359,199617,240400,209605,173679,394599,249504,377912,312280,354277,307948,,,,,,,,,,,,,,64.62,96.01,94.39,97.65,96.12,95.53,98.75,99.08,98.51,99.49,98.48,99.24,99.32,2,8,7,8,7,7,7,6,6,7,7,7,6,
TG 58:12,C61 H94 O6,922.7052,0.21,0,11.73,0.086,217146,13,0,100.0,13.5,9,19,922.7053,922.7047,922.7051,922.7052,922.7052,922.7053,922.7050,922.7051,922.7052,922.7052,922.7055,922.7053,922.7051,11.650,11.723,11.733,11.733,11.736,11.735,11.734,11.733,11.728,11.733,11.735,11.730,11.733,6501,135074,329603,189911,280669,453051,227137,207358,85646,216179,271766,204525,215487,,,,,,,,,,,,,,53.00,99.20,99.99,99.71,99.64,99.87,99.57,99.40,96.31,99.82,99.66,99.78,99.64,9,16,15,17,17,16,15,19,17,18,16,15,17,
TG 18:2_20:4_20:5,C61 H96 O6,924.7209,0.43,0,12.22,0.013,310741,13,0,99.8,7.3,12,21,924.7222,924.7206,924.7209,924.7210,924.7208,924.7207,924.7208,924.7209,924.7206,924.7208,924.7208,924.7208,924.7206,12.218,12.225,12.230,12.224,12.227,12.232,12.231,12.229,12.225,12.224,12.220,12.227,12.224,5844,210332,385225,226894,374353,401379,270367,417313,155663,354789,435025,387430,415021,,,,,,,,,,,,,,74.13,99.81,99.75,99.53,99.42,99.85,99.50,99.77,99.53,99.81,99.65,99.69,99.80,12,17,16,15,18,20,17,18,16,18,18,21,15,
PC 18:1_20:3,C46 H84 N O8 P,809.5920,1.14,0,9.34,0.049,314090,13,0,97.3,8.7,4,16,809.5950,809.5919,809.5917,809.5918,809.5917,809.5921,809.5916,809.5920,809.5919,809.5913,809.5918,809.5917,809.5917,9.298,9.340,9.334,9.345,9.336,9.342,9.346,9.332,9.341,9.334,9.334,9.336,9.334,3033,223656,416183,276557,523138,315221,224683,410196,206431,357907,447449,417332,261394,,,,,,,,,,,,,,66.68,96.38,96.96,95.41,96.00,95.23,95.25,97.26,94.50,95.14,96.92,96.47,96.35,4,12,13,16,13,13,12,14,12,14,13,14,13,
SM d41:1,C46 H93 N2 O6 P,800.6772,0.75,0,10.67,0.011,134358,13,0,99.9,9.4,4,14,800.6753,800.6777,800.6774,800.6771,800.6770,800.6773,800.6776,800.6773,800.6773,800.6774,800.6773,800.6775,800.6775,10.671,10.674,10.667,10.673,10.664,10.669,10.663,10.666,10.662,10.667,10.668,10.664,10.673,5240,80492,160051,112859,176338,161562,117445,192048,92496,173604,173359,161941,139232,,,,,,,,,,,,,,66.71,99.27,99.23,99.38,99.53,99.58,99.06,99.51,99.08,99.88,99.46,99.36,99.55,4,8,13,11,12,10,10,12,10,14,11,11,12,
TG 58:8,C61 H102 O6,930.7675,0.35,0,13.65,0.014,277293,12,1,99.0,1.4,15,19,,930.7674,930.7677,930.7673,930.7679,930.7674,930.7674,930.7679,930.7667,930.7677,930.7676,930.7678,930.7677,,13.648,13.641,13.647,13.651,13.644,13.648,13.652,13.654,13.647,13.650,13.655,13.652,,226741,285296,306873,537879,312012,172707,283474,56428,353451,375737,166945,249975,,,,,,,,,,,,,,,98.45,96.88,95.56,94.51,97.65,98.55,98.23,97.90,98.98,97.63,97.59,96.21,,16,15,19,15,18,18,17,15,18,17,18,18,
TG 52:5,C55 H96 O6,852.7209,0.18,0,13.15,0.024,336735,13,0,99.9,7.5,8,17,852.7206,852.7207,852.7209,852.7210,852.7210,852.7211,852.7208,852.7209,852.7207,852.7210,852.7211,852.7208,852.7209,13.139,13.157,13.150,13.151,13.154,13.153,13.151,13.145,13.162,13.139,13.147,13.147,13.145,5058,325028,387524,600352,862452,267614,273545,296237,94385,318827,531350,187459,227735,,,,,,,,,,,,,,73.21,99.82,99.69,99.62,99.86,99.70,99.59,99.29,99.47,98.82,99.55,99.24,99.09,8,13,13,16,16,14,14,17,14,15,14,14,14,
TG 62:14,C65 H98 O6,974.7363,0.27,0,12.17,0.077,232149,13,0,99.9,12.1,8,21,974.7358,974.7362,974.7368,974.7364,974.7360,974.7361,974.7362,974.7365,974.7363,974.7363,974.7360,974.7364,974.7365,12.235,12.163,12.168,12.163,12.166,12.165,12.170,12.168,12.158,12.168,12.165,12.165,12.162,2979,194594,320681,198232,341560,630732,229464,191835,65336,239019,231038,154116,218355,,,,,,,,,,,,,,57.48,99.54,99.72,99.53,99.52,99.90,99.80,99.62,98.88,99.53,99.86,99.31,99.50,8,17,15,21,16,18,18,18,15,17,16,15,17,
ACar 16:0,C23 H45 N O4,399.3351,0.45,0,2.48,0.007,110004,12,1,99.7,1.1,4,9,,399.3348,399.3352,399.3351,399.3351,399.3356,399.3352,399.3350,399.3351,399.3351,399.3351,399.3351,399.3351,,2.472,2.478,2.478,2.476,2.471,2.478,2.474,2.473,2.477,2.474,2.474,2.478,,57398,74887,69630,94676,68591,54376,192290,97337,171829,147074,158482,133483,,,,,,,,,,,,,,,98.95,97.81,98.26,97.65,95.89,99.47,99.57,99.04,99.39,99.21,99.38,99.74,,5,6,6,8,6,4,6,9,6,6,7,5,
TG 56:8,C59 H98 O6,902.7363,0.16,0,12.97,0.010,301318,12,1,98.8,0.3,15,20,,902.7363,902.7362,902.7365,902.7365,902.7364,902.7363,902.7360,902.7364,902.7363,902.7364,902.7362,902.7364,,12.972,12.977,12.972,12.976,12.969,12.967,12.972,12.973,12.972,12.974,12.969,12.972,,236475,392969,287318,539237,390377,223746,267503,111153,293096,347691,242013,284248,,,,,,,,,,,,,,,98.21,97.55,98.20,97.97,98.74,98.75,98.15,98.08,98.29,98.14,98.14,98.33,,15,19,18,19,20,18,17,17,16,18,16,18,
TG 56:9,C59 H96 O6,900.7209,0.30,0,12.44,0.033,205315,13,0,99.8,9.1,9,19,900.7211,900.7206,900.7208,900.7211,900.7210,900.7204,900.7210,900.7205,900.7208,900.7210,900.7213,900.7210,900.7206,12.464,12.437,12.436,12.431,12.434,12.433,12.437,12.436,12.437,12.436,12.433,12.439,12.436,4611,184631,325918,251107,382018,282525,195823,140293,75666,210172,231814,152312,232212,,,,,,,,,,,,,,67.81,99.50,99.78,99.29,99.81,99.72,99.57,99.68,98.98,99.66,99.51,99.53,99.82,9,15,14,17,19,16,16,14,12,18,18,13,14,
TG 18:2_18:2_20:4,C59 H98 O6,902.7363,0.15,0,12.97,0.010,293919,12,1,99.8,0.2,15,21,,902.7363,902.7362,902.7365,902.7365,902.7364,902.7363,902.7360,902.7364,902.7363,902.7363,902.7362,902.7364,,12.972,12.977,12.972,12.976,12.969,12.967,12.972,12.973,12.972,12.974,12.969,12.972,,236475,392969,279374,564562,390377,97230,267503,111153,292571,368555,242013,284248,,,,,,,,,,,,,,,99.55,99.27,99.51,99.56,99.79,99.77,99.42,99.44,99.60,99.63,99.21,99.60,,15,19,18,21,20,19,17,17,16,17,16,18,
